"hotspot_id","timestamp","filt_thermal16","filt_thermal8","filt_color","x_pos","y_pos","thumb_left","thumb_top","thumb_right","thumb_bottom","hotspot_type","species_id"
"139856","20160408235605.765GMT","CHESS_FL2_S_160408_235605.765_THERM-16BIT.PNG","CHESS_FL2_S_160408_235605.765_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235605.765_COLOR-8-BIT.JPG",291,329,2595,2840,3107,3352,"Anomaly","NA"
"139854","20160408235605.765GMT","CHESS_FL2_S_160408_235605.765_THERM-16BIT.PNG","CHESS_FL2_S_160408_235605.765_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235605.765_COLOR-8-BIT.JPG",310,320,2687,2912,3199,3424,"Anomaly","NA"
"139857","20160408235605.765GMT","CHESS_FL2_S_160408_235605.765_THERM-16BIT.PNG","CHESS_FL2_S_160408_235605.765_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235605.765_COLOR-8-BIT.JPG",282,220,2449,1927,2961,2439,"Anomaly","NA"
"139855","20160408235605.765GMT","CHESS_FL2_S_160408_235605.765_THERM-16BIT.PNG","CHESS_FL2_S_160408_235605.765_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235605.765_COLOR-8-BIT.JPG",289,337,2525,3182,3037,3694,"Anomaly","NA"
"139858","20160408235606.368GMT","CHESS_FL2_S_160408_235606.368_THERM-16BIT.PNG","CHESS_FL2_S_160408_235606.368_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235606.368_COLOR-8-BIT.JPG",510,162,5000,1064,5512,1576,"Anomaly","NA"
"139892","20160408235620.699GMT","CHESS_FL2_S_160408_235620.699_THERM-16BIT.PNG","CHESS_FL2_S_160408_235620.699_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235621.242_COLOR-8-BIT.JPG",369,39,3673,1285,4185,1797,"Anomaly","NA"
"139896","20160408235623.800GMT","CHESS_FL2_S_160408_235623.800_THERM-16BIT.PNG","CHESS_FL2_S_160408_235623.800_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235623.800_COLOR-8-BIT.JPG",451,306,4155,2634,4667,3146,"Anomaly","NA"
"139897","20160408235623.800GMT","CHESS_FL2_S_160408_235623.800_THERM-16BIT.PNG","CHESS_FL2_S_160408_235623.800_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235624.320_COLOR-8-BIT.JPG",487,20,4816,1304,5328,1816,"Anomaly","NA"
"139898","20160408235624.320GMT","CHESS_FL2_S_160408_235624.320_THERM-16BIT.PNG","CHESS_FL2_S_160408_235624.320_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235624.828_COLOR-8-BIT.JPG",471,20,4600,1192,5112,1704,"Anomaly","NA"
"139928","20160408235642.945GMT","CHESS_FL2_S_160408_235642.945_THERM-16BIT.PNG","CHESS_FL2_S_160408_235642.945_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235642.945_COLOR-8-BIT.JPG",29,94,-185,49,327,561,"Anomaly","NA"
"139948","20160408235652.233GMT","CHESS_FL2_S_160408_235652.233_THERM-16BIT.PNG","CHESS_FL2_S_160408_235652.233_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235652.233_COLOR-8-BIT.JPG",591,200,5190,1346,5702,1858,"Anomaly","NA"
"139949","20160408235652.233GMT","CHESS_FL2_S_160408_235652.233_THERM-16BIT.PNG","CHESS_FL2_S_160408_235652.233_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235652.720_COLOR-8-BIT.JPG",377,24,4254,954,4766,1466,"Anomaly","NA"
"139947","20160408235652.233GMT","CHESS_FL2_S_160408_235652.233_THERM-16BIT.PNG","CHESS_FL2_S_160408_235652.233_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235652.233_COLOR-8-BIT.JPG",403,241,3176,1728,3688,2240,"Anomaly","NA"
"139954","20160408235653.849GMT","CHESS_FL2_S_160408_235653.849_THERM-16BIT.PNG","CHESS_FL2_S_160408_235653.849_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235654.295_COLOR-8-BIT.JPG",219,35,1843,1009,2355,1521,"Anomaly","NA"
"139955","20160408235653.849GMT","CHESS_FL2_S_160408_235653.849_THERM-16BIT.PNG","CHESS_FL2_S_160408_235653.849_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235653.849_COLOR-8-BIT.JPG",257,159,2352,812,2864,1324,"Anomaly","NA"
"139993","20160408235722.068GMT","CHESS_FL2_S_160408_235722.068_THERM-16BIT.PNG","CHESS_FL2_S_160408_235722.068_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235722.696_COLOR-8-BIT.JPG",92,16,913,2035,1425,2547,"Anomaly","NA"
"139991","20160408235722.068GMT","CHESS_FL2_S_160408_235722.068_THERM-16BIT.PNG","CHESS_FL2_S_160408_235722.068_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235722.068_COLOR-8-BIT.JPG",271,85,2228,274,2740,786,"Anomaly","NA"
"139992","20160408235722.068GMT","CHESS_FL2_S_160408_235722.068_THERM-16BIT.PNG","CHESS_FL2_S_160408_235722.068_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235722.068_COLOR-8-BIT.JPG",292,44,2480,-215,2992,297,"Anomaly","NA"
"140041","20160408235748.994GMT","CHESS_FL2_S_160408_235748.994_THERM-16BIT.PNG","CHESS_FL2_S_160408_235748.994_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235748.994_COLOR-8-BIT.JPG",612,221,5855,1355,6367,1867,"Anomaly","NA"
"140040","20160408235748.994GMT","CHESS_FL2_S_160408_235748.994_THERM-16BIT.PNG","CHESS_FL2_S_160408_235748.994_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235748.994_COLOR-8-BIT.JPG",123,438,787,3805,1299,4317,"Anomaly","NA"
"140077","20160408235810.633GMT","CHESS_FL2_S_160408_235810.633_THERM-16BIT.PNG","CHESS_FL2_S_160408_235810.633_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235810.633_COLOR-8-BIT.JPG",279,353,2484,3064,2996,3576,"Anomaly","NA"
"140078","20160408235810.633GMT","CHESS_FL2_S_160408_235810.633_THERM-16BIT.PNG","CHESS_FL2_S_160408_235810.633_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235810.633_COLOR-8-BIT.JPG",284,333,2557,2863,3069,3375,"Anomaly","NA"
"140076","20160408235810.633GMT","CHESS_FL2_S_160408_235810.633_THERM-16BIT.PNG","CHESS_FL2_S_160408_235810.633_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235810.633_COLOR-8-BIT.JPG",198,164,1619,1101,2131,1613,"Anomaly","NA"
"140087","20160408235816.344GMT","CHESS_FL2_S_160408_235816.344_THERM-16BIT.PNG","CHESS_FL2_S_160408_235816.344_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235816.344_COLOR-8-BIT.JPG",84,168,444,1059,956,1571,"Anomaly","NA"
"140106","20160408235824.612GMT","CHESS_FL2_S_160408_235824.612_THERM-16BIT.PNG","CHESS_FL2_S_160408_235824.612_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235824.612_COLOR-8-BIT.JPG",142,90,1080,172,1592,684,"Anomaly","NA"
"140107","20160408235825.073GMT","CHESS_FL2_S_160408_235825.073_THERM-16BIT.PNG","CHESS_FL2_S_160408_235825.073_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235825.073_COLOR-8-BIT.JPG",471,70,4459,-96,4971,416,"Anomaly","NA"
"140128","20160408235838.051GMT","CHESS_FL2_S_160408_235838.051_THERM-16BIT.PNG","CHESS_FL2_S_160408_235838.051_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235838.051_COLOR-8-BIT.JPG",0,0,4788,952,5300,1464,"Anomaly","NA"
"140127","20160408235838.051GMT","CHESS_FL2_S_160408_235838.051_THERM-16BIT.PNG","CHESS_FL2_S_160408_235838.051_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235838.051_COLOR-8-BIT.JPG",534,180,5029,1410,5541,1922,"Anomaly","NA"
"140130","20160408235840.574GMT","CHESS_FL2_S_160408_235840.574_THERM-16BIT.PNG","CHESS_FL2_S_160408_235840.574_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235840.574_COLOR-8-BIT.JPG",90,165,639,944,1151,1456,"Anomaly","NA"
"140131","20160408235840.574GMT","CHESS_FL2_S_160408_235840.574_THERM-16BIT.PNG","CHESS_FL2_S_160408_235840.574_THERM-8BIT-N.PNG","CHESS_FL2_S_160408_235840.574_COLOR-8-BIT.JPG",477,329,4649,2539,5161,3051,"Anomaly","NA"
"140250","20160409000121.952GMT","CHESS_FL2_S_160409_000121.952_THERM-16BIT.PNG","CHESS_FL2_S_160409_000121.952_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000121.952_COLOR-8-BIT.JPG",83,58,412,-240,924,272,"Anomaly","NA"
"140308","20160409000155.994GMT","CHESS_FL2_S_160409_000155.994_THERM-16BIT.PNG","CHESS_FL2_S_160409_000155.994_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000155.994_COLOR-8-BIT.JPG",162,46,1297,-215,1809,297,"Anomaly","NA"
"140313","20160409000159.373GMT","CHESS_FL2_S_160409_000159.373_THERM-16BIT.PNG","CHESS_FL2_S_160409_000159.373_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000159.373_COLOR-8-BIT.JPG",424,169,3733,1075,4245,1587,"Anomaly","NA"
"140314","20160409000159.373GMT","CHESS_FL2_S_160409_000159.373_THERM-16BIT.PNG","CHESS_FL2_S_160409_000159.373_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000159.373_COLOR-8-BIT.JPG",451,194,4072,1184,4584,1696,"Anomaly","NA"
"140406","20160409000246.835GMT","CHESS_FL2_S_160409_000246.835_THERM-16BIT.PNG","CHESS_FL2_S_160409_000246.835_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000246.835_COLOR-8-BIT.JPG",620,144,6152,392,6664,904,"Anomaly","NA"
"140432","20160409000312.102GMT","CHESS_FL2_S_160409_000312.102_THERM-16BIT.PNG","CHESS_FL2_S_160409_000312.102_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000312.102_COLOR-8-BIT.JPG",531,404,5192,3736,5704,4248,"Anomaly","NA"
"140431","20160409000312.102GMT","CHESS_FL2_S_160409_000312.102_THERM-16BIT.PNG","CHESS_FL2_S_160409_000312.102_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000312.102_COLOR-8-BIT.JPG",531,197,5123,1647,5635,2159,"Anomaly","NA"
"140430","20160409000312.102GMT","CHESS_FL2_S_160409_000312.102_THERM-16BIT.PNG","CHESS_FL2_S_160409_000312.102_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000311.449_COLOR-8-BIT.JPG",570,433,5167,733,5679,1245,"Anomaly","NA"
"140486","20160409000336.244GMT","CHESS_FL2_S_160409_000336.244_THERM-16BIT.PNG","CHESS_FL2_S_160409_000336.244_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000336.244_COLOR-8-BIT.JPG",103,372,786,2991,1298,3503,"Anomaly","NA"
"140543","20160409000406.437GMT","CHESS_FL2_S_160409_000406.437_THERM-16BIT.PNG","CHESS_FL2_S_160409_000406.437_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000406.437_COLOR-8-BIT.JPG",0,0,2684,424,3196,936,"Anomaly","NA"
"140592","20160409000444.239GMT","CHESS_FL2_S_160409_000444.239_THERM-16BIT.PNG","CHESS_FL2_S_160409_000444.239_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000444.239_COLOR-8-BIT.JPG",612,106,5924,-138,6436,374,"Anomaly","NA"
"140593","20160409000444.239GMT","CHESS_FL2_S_160409_000444.239_THERM-16BIT.PNG","CHESS_FL2_S_160409_000444.239_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000444.720_COLOR-8-BIT.JPG",172,14,1724,1932,2236,2444,"Anomaly","NA"
"140594","20160409000444.239GMT","CHESS_FL2_S_160409_000444.239_THERM-16BIT.PNG","CHESS_FL2_S_160409_000444.239_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000444.720_COLOR-8-BIT.JPG",594,12,6247,2113,6759,2625,"Anomaly","NA"
"140595","20160409000444.239GMT","CHESS_FL2_S_160409_000444.239_THERM-16BIT.PNG","CHESS_FL2_S_160409_000444.239_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000444.239_COLOR-8-BIT.JPG",257,215,2069,1134,2581,1646,"Anomaly","NA"
"140701","20160409000540.555GMT","CHESS_FL2_S_160409_000540.555_THERM-16BIT.PNG","CHESS_FL2_S_160409_000540.555_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000540.555_COLOR-8-BIT.JPG",572,158,5480,600,5992,1112,"Anomaly","NA"
"140768","20160409000612.173GMT","CHESS_FL2_S_160409_000612.173_THERM-16BIT.PNG","CHESS_FL2_S_160409_000612.173_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000612.173_COLOR-8-BIT.JPG",207,376,1508,3029,2020,3541,"Anomaly","NA"
"140770","20160409000612.173GMT","CHESS_FL2_S_160409_000612.173_THERM-16BIT.PNG","CHESS_FL2_S_160409_000612.173_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000612.686_COLOR-8-BIT.JPG",463,56,4986,1689,5498,2201,"Anomaly","NA"
"140769","20160409000612.173GMT","CHESS_FL2_S_160409_000612.173_THERM-16BIT.PNG","CHESS_FL2_S_160409_000612.173_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000612.686_COLOR-8-BIT.JPG",471,47,5072,1608,5584,2120,"Anomaly","NA"
"140817","20160409000639.551GMT","CHESS_FL2_S_160409_000639.551_THERM-16BIT.PNG","CHESS_FL2_S_160409_000639.551_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000639.551_COLOR-8-BIT.JPG",198,218,1702,1207,2214,1719,"Anomaly","NA"
"140818","20160409000639.551GMT","CHESS_FL2_S_160409_000639.551_THERM-16BIT.PNG","CHESS_FL2_S_160409_000639.551_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_000639.551_COLOR-8-BIT.JPG",207,146,1805,464,2317,976,"Anomaly","NA"
"141195","20160409001059.102GMT","CHESS_FL2_S_160409_001059.102_THERM-16BIT.PNG","CHESS_FL2_S_160409_001059.102_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001059.607_COLOR-8-BIT.JPG",180,53,1629,1489,2141,2001,"Anomaly","NA"
"141194","20160409001059.102GMT","CHESS_FL2_S_160409_001059.102_THERM-16BIT.PNG","CHESS_FL2_S_160409_001059.102_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001059.102_COLOR-8-BIT.JPG",207,129,1577,387,2089,899,"Anomaly","NA"
"141240","20160409001149.454GMT","CHESS_FL2_S_160409_001149.454_THERM-16BIT.PNG","CHESS_FL2_S_160409_001149.454_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001149.454_COLOR-8-BIT.JPG",578,234,5763,1231,6275,1743,"Anomaly","NA"
"141353","20160409001235.619GMT","CHESS_FL2_S_160409_001235.619_THERM-16BIT.PNG","CHESS_FL2_S_160409_001235.619_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001235.619_COLOR-8-BIT.JPG",0,0,5712,2728,6224,3240,"Anomaly","NA"
"141355","20160409001236.143GMT","CHESS_FL2_S_160409_001236.143_THERM-16BIT.PNG","CHESS_FL2_S_160409_001236.143_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001236.143_COLOR-8-BIT.JPG",149,113,1229,134,1741,646,"Anomaly","NA"
"141354","20160409001236.143GMT","CHESS_FL2_S_160409_001236.143_THERM-16BIT.PNG","CHESS_FL2_S_160409_001236.143_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001236.143_COLOR-8-BIT.JPG",492,223,4816,1168,5328,1680,"Anomaly","NA"
"141391","20160409001251.082GMT","CHESS_FL2_S_160409_001251.082_THERM-16BIT.PNG","CHESS_FL2_S_160409_001251.082_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001251.629_COLOR-8-BIT.JPG",598,11,3888,1040,4400,1552,"Anomaly","NA"
"141429","20160409001311.465GMT","CHESS_FL2_S_160409_001311.465_THERM-16BIT.PNG","CHESS_FL2_S_160409_001311.465_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001311.981_COLOR-8-BIT.JPG",22,36,-201,1192,311,1704,"Anomaly","NA"
"141430","20160409001311.465GMT","CHESS_FL2_S_160409_001311.465_THERM-16BIT.PNG","CHESS_FL2_S_160409_001311.465_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001311.981_COLOR-8-BIT.JPG",580,42,5686,1388,6198,1900,"Anomaly","NA"
"141427","20160409001311.465GMT","CHESS_FL2_S_160409_001311.465_THERM-16BIT.PNG","CHESS_FL2_S_160409_001311.465_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001311.981_COLOR-8-BIT.JPG",69,6,229,967,741,1479,"Anomaly","NA"
"141428","20160409001311.465GMT","CHESS_FL2_S_160409_001311.465_THERM-16BIT.PNG","CHESS_FL2_S_160409_001311.465_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001311.981_COLOR-8-BIT.JPG",587,54,5776,1520,6288,2032,"Anomaly","NA"
"141431","20160409001311.981GMT","CHESS_FL2_S_160409_001311.981_THERM-16BIT.PNG","CHESS_FL2_S_160409_001311.981_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001312.501_COLOR-8-BIT.JPG",436,21,4321,1321,4833,1833,"Anomaly","NA"
"141433","20160409001312.501GMT","CHESS_FL2_S_160409_001312.501_THERM-16BIT.PNG","CHESS_FL2_S_160409_001312.501_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001312.501_COLOR-8-BIT.JPG",361,150,3479,554,3991,1066,"Anomaly","NA"
"141432","20160409001312.501GMT","CHESS_FL2_S_160409_001312.501_THERM-16BIT.PNG","CHESS_FL2_S_160409_001312.501_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001312.501_COLOR-8-BIT.JPG",343,133,3265,367,3777,879,"Anomaly","NA"
"141470","20160409001352.508GMT","CHESS_FL2_S_160409_001352.508_THERM-16BIT.PNG","CHESS_FL2_S_160409_001352.508_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001352.508_COLOR-8-BIT.JPG",534,323,5214,2949,5726,3461,"Anomaly","NA"
"141480","20160409001355.614GMT","CHESS_FL2_S_160409_001355.614_THERM-16BIT.PNG","CHESS_FL2_S_160409_001355.614_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001355.614_COLOR-8-BIT.JPG",423,383,3973,3199,4485,3711,"Anomaly","NA"
"141482","20160409001356.149GMT","CHESS_FL2_S_160409_001356.149_THERM-16BIT.PNG","CHESS_FL2_S_160409_001356.149_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001356.149_COLOR-8-BIT.JPG",628,82,6239,-246,6751,266,"Anomaly","NA"
"141481","20160409001356.149GMT","CHESS_FL2_S_160409_001356.149_THERM-16BIT.PNG","CHESS_FL2_S_160409_001356.149_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001356.149_COLOR-8-BIT.JPG",508,159,4965,625,5477,1137,"Anomaly","NA"
"141494","20160409001403.586GMT","CHESS_FL2_S_160409_001403.586_THERM-16BIT.PNG","CHESS_FL2_S_160409_001403.586_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001404.124_COLOR-8-BIT.JPG",450,16,4415,1022,4927,1534,"Anomaly","NA"
"141495","20160409001403.586GMT","CHESS_FL2_S_160409_001403.586_THERM-16BIT.PNG","CHESS_FL2_S_160409_001403.586_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001403.586_COLOR-8-BIT.JPG",512,474,5009,3839,5521,4351,"Anomaly","NA"
"141630","20160409001513.808GMT","CHESS_FL2_S_160409_001513.808_THERM-16BIT.PNG","CHESS_FL2_S_160409_001513.808_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001513.808_COLOR-8-BIT.JPG",459,297,4274,2254,4786,2766,"Anomaly","NA"
"141629","20160409001513.808GMT","CHESS_FL2_S_160409_001513.808_THERM-16BIT.PNG","CHESS_FL2_S_160409_001513.808_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001513.808_COLOR-8-BIT.JPG",472,427,4435,3577,4947,4089,"Anomaly","NA"
"141766","20160409001626.340GMT","CHESS_FL2_S_160409_001626.340_THERM-16BIT.PNG","CHESS_FL2_S_160409_001626.340_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001626.340_COLOR-8-BIT.JPG",631,83,6248,-104,6760,408,"Anomaly","NA"
"141850","20160409001709.652GMT","CHESS_FL2_S_160409_001709.652_THERM-16BIT.PNG","CHESS_FL2_S_160409_001709.652_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001709.652_COLOR-8-BIT.JPG",90,341,468,2772,980,3284,"Anomaly","NA"
"141848","20160409001709.652GMT","CHESS_FL2_S_160409_001709.652_THERM-16BIT.PNG","CHESS_FL2_S_160409_001709.652_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001709.652_COLOR-8-BIT.JPG",590,77,5713,-107,6225,405,"Anomaly","NA"
"141849","20160409001709.652GMT","CHESS_FL2_S_160409_001709.652_THERM-16BIT.PNG","CHESS_FL2_S_160409_001709.652_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001709.652_COLOR-8-BIT.JPG",0,0,1294,1144,1806,1656,"Anomaly","NA"
"141851","20160409001710.129GMT","CHESS_FL2_S_160409_001710.129_THERM-16BIT.PNG","CHESS_FL2_S_160409_001710.129_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001710.668_COLOR-8-BIT.JPG",435,62,4399,1735,4911,2247,"Anomaly","NA"
"142054","20160409001912.036GMT","CHESS_FL2_S_160409_001912.036_THERM-16BIT.PNG","CHESS_FL2_S_160409_001912.036_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001912.036_COLOR-8-BIT.JPG",538,53,5273,-243,5785,269,"Anomaly","NA"
"142081","20160409001920.669GMT","CHESS_FL2_S_160409_001920.669_THERM-16BIT.PNG","CHESS_FL2_S_160409_001920.669_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001920.669_COLOR-8-BIT.JPG",479,261,4411,1711,4923,2223,"Anomaly","NA"
"142080","20160409001920.669GMT","CHESS_FL2_S_160409_001920.669_THERM-16BIT.PNG","CHESS_FL2_S_160409_001920.669_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_001921.208_COLOR-8-BIT.JPG",607,62,6143,1607,6655,2119,"Anomaly","NA"
"142216","20160409002056.679GMT","CHESS_FL2_S_160409_002056.679_THERM-16BIT.PNG","CHESS_FL2_S_160409_002056.679_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002056.679_COLOR-8-BIT.JPG",128,431,1066,3460,1578,3972,"Anomaly","NA"
"142215","20160409002056.679GMT","CHESS_FL2_S_160409_002056.679_THERM-16BIT.PNG","CHESS_FL2_S_160409_002056.679_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002056.679_COLOR-8-BIT.JPG",568,250,5635,1369,6147,1881,"Anomaly","NA"
"142265","20160409002126.056GMT","CHESS_FL2_S_160409_002126.056_THERM-16BIT.PNG","CHESS_FL2_S_160409_002126.056_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002126.056_COLOR-8-BIT.JPG",0,0,2460,991,2972,1503,"Anomaly","NA"
"142342","20160409002202.267GMT","CHESS_FL2_S_160409_002202.267_THERM-16BIT.PNG","CHESS_FL2_S_160409_002202.267_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002202.267_COLOR-8-BIT.JPG",610,378,5992,2868,6504,3380,"Anomaly","NA"
"142365","20160409002222.818GMT","CHESS_FL2_S_160409_002222.818_THERM-16BIT.PNG","CHESS_FL2_S_160409_002222.818_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002222.818_COLOR-8-BIT.JPG",34,119,-76,519,436,1031,"Anomaly","NA"
"142366","20160409002222.818GMT","CHESS_FL2_S_160409_002222.818_THERM-16BIT.PNG","CHESS_FL2_S_160409_002222.818_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002222.818_COLOR-8-BIT.JPG",607,479,5800,4104,6312,4616,"Anomaly","NA"
"142384","20160409002227.983GMT","CHESS_FL2_S_160409_002227.983_THERM-16BIT.PNG","CHESS_FL2_S_160409_002227.983_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002227.983_COLOR-8-BIT.JPG",27,308,-181,2379,331,2891,"Anomaly","NA"
"142383","20160409002227.983GMT","CHESS_FL2_S_160409_002227.983_THERM-16BIT.PNG","CHESS_FL2_S_160409_002227.983_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002227.983_COLOR-8-BIT.JPG",0,0,6176,3000,6688,3512,"Anomaly","NA"
"142518","20160409002300.501GMT","CHESS_FL2_S_160409_002300.501_THERM-16BIT.PNG","CHESS_FL2_S_160409_002300.501_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002300.501_COLOR-8-BIT.JPG",140,177,933,1150,1445,1662,"Anomaly","NA"
"142519","20160409002300.501GMT","CHESS_FL2_S_160409_002300.501_THERM-16BIT.PNG","CHESS_FL2_S_160409_002300.501_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002300.501_COLOR-8-BIT.JPG",127,177,716,1148,1228,1660,"Anomaly","NA"
"142517","20160409002300.501GMT","CHESS_FL2_S_160409_002300.501_THERM-16BIT.PNG","CHESS_FL2_S_160409_002300.501_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_002300.501_COLOR-8-BIT.JPG",194,74,1465,85,1977,597,"Anomaly","NA"
"143889","20160409003443.572GMT","CHESS_FL2_S_160409_003443.572_THERM-16BIT.PNG","CHESS_FL2_S_160409_003443.572_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_003443.572_COLOR-8-BIT.JPG",231,105,1886,365,2398,877,"Anomaly","NA"
"143890","20160409003443.572GMT","CHESS_FL2_S_160409_003443.572_THERM-16BIT.PNG","CHESS_FL2_S_160409_003443.572_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_003443.572_COLOR-8-BIT.JPG",248,42,2313,-347,2825,165,"Anomaly","NA"
"143976","20160409003519.433GMT","CHESS_FL2_S_160409_003519.433_THERM-16BIT.PNG","CHESS_FL2_S_160409_003519.433_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_003519.433_COLOR-8-BIT.JPG",624,27,6043,-180,6555,332,"Anomaly","NA"
"143977","20160409003519.433GMT","CHESS_FL2_S_160409_003519.433_THERM-16BIT.PNG","CHESS_FL2_S_160409_003519.433_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_003519.433_COLOR-8-BIT.JPG",545,376,5168,3568,5680,4080,"Anomaly","NA"
"143975","20160409003519.433GMT","CHESS_FL2_S_160409_003519.433_THERM-16BIT.PNG","CHESS_FL2_S_160409_003519.433_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_003519.433_COLOR-8-BIT.JPG",564,364,5384,3424,5896,3936,"Anomaly","NA"
"144039","20160409003551.441GMT","CHESS_FL2_S_160409_003551.441_THERM-16BIT.PNG","CHESS_FL2_S_160409_003551.441_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_003551.441_COLOR-8-BIT.JPG",628,204,5968,1380,6480,1892,"Anomaly","NA"
"144038","20160409003551.441GMT","CHESS_FL2_S_160409_003551.441_THERM-16BIT.PNG","CHESS_FL2_S_160409_003551.441_THERM-8BIT-N.PNG","CHESS_FL2_S_160409_003551.441_COLOR-8-BIT.JPG",480,362,4478,3047,4990,3559,"Anomaly","NA"
